URL,IsHTTPS,HasExternalFormSubmit,HasSubmitButton,HasPasswordField,NoOfExternalRef,label
https://www.menshaircutadvice.com,1,1,1,0,74,1
https://sttr-track8112.firebaseapp.com/,1,0,0,0,3,0
https://www.telecarecorp.com,1,0,0,0,24,1
https://www.rembrandt.com,1,0,1,0,60,1
http://www.intimylingerie.us,0,0,0,0,0,0
http://www.amerifencewichita.com,0,0,0,0,0,0
https://www.temple-music.com,1,0,1,0,138,1
https://www.unicon.net,1,0,0,0,126,1
https://bafybeihizr7iompssgkw5bdeix4p7yqrszrcpvafywebsgf2nio5l5ppqm.ipfs.cf-ipfs.com/aspxcho.html,1,0,1,1,5,0
https://www.giveawayoftheday.com,1,0,1,0,102,1
https://apptriosposdchek.work.gd/apprstidkopost1.htm,1,0,1,1,0,0
http://79.137.34.254:30332/wp-admin/maint/content/content.php,0,0,0,0,0,0
https://www.protolabs.com,1,0,0,0,57,1
https://maildinshaakckjnw390.web.app/,1,0,0,0,3,0
http://www.regitconference.com,0,0,0,0,1,0
http://www.yucheng01.com,0,0,0,0,0,0
https://www.sanatanexpress.com,1,0,1,0,148,1
https://grandiosesardonicvirus.yosh14.repl.co/,1,0,1,1,0,0
https://www.convious.com,1,0,1,0,128,1
http://www.amazcecm-co-jp.amacaeon.ugsxmq.cn,0,0,0,0,0,0
https://www.elibrary.imf.org,1,0,1,0,23,1
https://cloudflare-ipfs.com/ipfs/bafybeiardsa5er7hxrjr74j6khdgikhmxomx5hrwldrefftslvh72a3rai/officemayoty365.html,1,0,1,0,1,0
https://ry35rv.webwave.dev/,1,0,0,0,0,0
https://www.michellelast.co.uk,1,1,1,0,78,1
https://www.resetera.com,1,0,0,0,6,1
https://www.airtel.lk,1,1,1,0,75,1
https://www.socialinfo.ch,1,0,1,0,170,1
http://mail.dynarnics2.com,0,0,0,0,0,0
https://hd5h-mk5.firebaseapp.com/,1,0,0,0,0,0
http://www.resghmnalt.com,0,0,0,0,0,0
http://www.cateseng.com.hydrogrokit.com,0,0,0,0,0,0
https://attcom-101566.square.site/,1,0,0,0,1,0
https://www.mountainwilderness.org,1,0,1,0,268,1
https://www.willowdaleestate.com,1,0,1,1,99,1
http://mikelanesjeans.com/,0,0,1,1,2,0
http://www.irishcarsagadir.net,0,0,0,0,0,0
https://www.historiccolumbia.org,1,0,1,0,20,1
https://www.renascentbathbody.com.au,1,0,1,1,13,1
http://cf11920.tw1.ru/dretfgdforange/,0,0,0,0,0,0
http://www.cewhg.com,0,0,0,0,0,0
https://www.customwheeloffset.com,1,0,1,1,36,1
http://www.pop.usapappers.com,0,0,0,0,0,0
https://www.newcobeauty.com,1,0,1,1,31,1
https://www.bikereg.com,1,0,1,1,38,1
https://www.concordiacollege.edu,1,0,1,0,224,1
https://www.woodlanddwelling.co.uk,1,0,1,1,16,1
https://www.lexinter.net,1,1,1,1,147,1
https://www.nikka.com,1,0,1,0,18,1
https://vismart.com.my/oypof/xxx,1,0,0,0,1,0
https://www.advancedlockandkey.com.au,1,0,0,0,63,1
https://www.independenturdu.com,1,0,1,0,20,1
https://oorangge.weebly.com/,1,0,0,0,0,0
http://www.abcmlm.com,0,0,0,0,1,0
https://www.marsinvestigations.net,1,0,0,0,2,1
http://www.duck.sh,0,0,0,0,1,0
https://www.ultrason.be,1,0,1,0,22,1
https://www.fabrento.com,1,0,0,0,3,1
http://www.colemanr.cf,0,0,0,0,0,0
https://posten-no-norge.firebaseapp.com/,1,0,0,0,3,0
http://www.adobereaderupdater.com,0,0,0,0,0,0
https://supporto-bper-clientarea.soon.it/application/mobile/public/webapp/digital-login/area-riservata.php,1,0,1,1,0,0
https://www.searchengineguide.com,1,0,0,0,30,1
https://ipfs.io/ipfs/qmrpskfuedubif6sinspw8cqtdgwc4tnvttskspcyr4qaz/,1,0,0,0,0,0
https://www.kammana.com,1,0,1,0,35,1
http://www.44fhfh.com,0,0,0,0,0,0
http://www.nomadroams.com,0,0,0,0,0,0
http://www.maybee.oss-us-west-1.aliyuncs.com,0,0,0,0,0,0
https://fb-restriction-case-977ba.firebaseapp.com/,1,0,0,0,3,0
https://att-103537-105829.weeblysite.com/,1,0,0,0,1,0
https://www.rustinman.com,1,0,1,0,11,1
https://www.lopinion.fr,1,0,1,0,251,1
https://www.pembrokecorgi.org,1,0,0,0,54,1
https://www.condo-consulting.com,1,0,1,0,63,1
https://www.davisinstruments.com,1,0,1,1,31,1
http://www.x64.me,0,0,0,0,0,0
http://www.mindfulness-travels.com,0,0,0,0,1,0
https://www.mo.be,1,0,1,0,102,1
https://www.visioneboutique.com,1,0,1,0,429,1
https://bafybeidc22uufghpwoxlztlskibhl4vqcoakg74p2q5s336565iy46gaj4.ipfs.dweb.link/,1,0,1,0,1,0
https://www.shopandship.com,1,0,1,1,16,1
http://www.downloadlo.com,0,0,0,0,0,0
http://www.essentiaschool.com,0,0,0,0,0,0
https://www.danieltemkin.com,1,0,1,0,13,1
https://onlinequranteaching.com/public/qwe9tjorv54muimd9b8fgz8tkrjisjgj,1,0,0,0,1,0
http://www.pbrand.blocktrail.com,0,0,0,0,0,0
https://www.odc.gov.au,1,0,1,0,9,1
https://www.auss.no,1,0,0,0,2,1
https://www.animenbo.com,1,0,0,0,87,1
http://www.darkmattercompany.com,0,0,0,0,1,0
http://www.boatnet.xyz,0,0,0,0,0,0
http://rockstheme.com/rocks/live-resthyip/,0,0,0,0,0,0
https://www.auboutdelalangue.com,1,0,1,0,417,1
https://www.johannesstoetterart.com,1,0,1,0,113,1
https://ipfs.io/ipfs/qmsycehgpr1llyf1yh72ldtq7xqqjz4qfojskgxggev1e7?filename=mercatile.html,1,0,0,0,0,0
https://fadeologybarbersshops.com/frweb/,1,0,0,0,0,0
https://www.mcreynoldsphotos.org,1,0,0,0,7,1
https://www.theliner.be,1,0,0,0,3,1
https://www.weeblrpress.com,1,0,1,0,19,1
http://www.fesportal.com,0,0,0,0,0,0
http://www.freefire.com.xsph.ru,0,0,0,0,0,0
https://www.keykeg.com,1,0,1,0,13,1
http://www.kueronekayacntn-co-jp.kueronekayacoto.gbykac.top/ai/,0,0,1,0,0,0
https://www.palmbeachdramaworks.org,1,0,0,0,27,1
https://www.cicadetcorps.ky,1,0,1,1,95,1
https://www.olympinclub.com,1,0,0,0,9,1
https://www.afgsc.af.mil,1,0,0,0,38,1
https://exe2tv2y5i.szymonpa.pl/a1legro/email@example.com,1,0,0,0,1,0
http://www.cover.urlfb.co,0,0,0,0,0,0
https://www.sanluisobispo.com,1,0,0,0,145,1
https://secure-2faupdatecoinbase.com/signin?verify=cr51_26245,1,0,1,0,15,0
https://www.cparama.com,1,0,1,0,120,1
https://www.enniomorricone.org,1,0,1,0,64,1
https://bancaenlineaa.pramirez1416.repl.co/,1,0,1,1,0,0
